job_number,job_scope,job_status_at_dwr_create,date,dwrNumber,jobNumber,dwrBillingType,additionalFields,labour.name,labour.unit,labour.quantity,timeCard.description,iStatus
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-25,240426-001,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",Survey Technician,HR,9.5,"Travel to site, safety paperwork, set up gear and check control, tie-in trees on south side of pond and topo to other side of water course, pack up gear and travel to office.",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-26,240426-015,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",Survey Technician,HR,3.5,"JH - load up, travel to site. Resection with control. Topo areas per DXF file from SF. Import data, travel, notes, admin ",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-26,240429-015,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",Data Processing,HR,1.0,PROCESSING JH FIELD DATA FROM 04/25,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-26,240429-038,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",CAD Manager,HR,0.5,review data and provide JH with a boundary dxf,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-29,240429-039,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",Data Processing,HR,2.5,"Process new data, and submit",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-04-29,240430-001,24007,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic survey of slide area, 10 metres east of water course, cutting through blackberries to access trees to tag. Original quote 0.60 tree, geologist asked for 0.20 trees, thus more hours than quoted.""}]",Data Processing,HR,1.0,PROCESING JH FIELD DATA FROM 04/26,Ready to Schedule
24009,"[""Topographic Survey""]",,2023-09-14,231007-001,24009,DWR.TM,[],Professional Land Surveyor,HR,0.5,Send Coords to RKTG,Estimating
24009,"[""Topographic Survey""]",Scheduled,2024-02-13,240214-066,24009,DWR.TM,[],Data Processing,HR,3.5,Precalc and set up for fieldwork,Scheduled
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-16,240216-030,24009,DWR.TM,[],Project Manager,HR,0.5,Review field notes and schedule drafting,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-20,240220-055,24009,DWR.TM,[],Data Processing,HR,2.0,Review processed data and legal evidence ties.,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-20,240223-008,24009,DWR.TM,[],Data Processing,HR,2.0,"PROCESSING XS FIELD DATA, CREATING NETWORK ADJUSTMENT",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-20,240223-008,24009,DWR.TM,[],CAD Drafting,HR,1.0, DRAFTING ON TOWER SITE PLAN,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-21,240226-003,24009,DWR.TM,[],CAD Drafting,HR,3.0,Review property line work for drafting.,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-14,240226-034,24009,DWR.TM,[],Survey Technician,HR,8.0,"Travel to site, complete safety tools, setup RTK and start collecting static, met landowner and walked the area to be surveyed, she showed the alternative ways in and out in the event to neighbors became angry, tied legal, began to tie topo, staked the lease centre and flagged access to railroad tracks, placed sign at the railroad, tear down, complete and submit notes and data, return to Nanaimo. ",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-15,240226-035,24009,DWR.TM,[],Survey Technician,HR,8.0,"Travel to site, complete safety tools, check in with landowner, complete topo, stake the property line ~750m, stake addition boundaries near the lease, tear down, complete and submit notes, sketch and data, return to Nanaimo. ",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-26,240229-003,24009,DWR.TM,[],CAD Drafting,HR,1.5,"DRAFTING ON TOWER SITE PLAN								
",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-27,240229-007,24009,DWR.TM,[],CAD Drafting,HR,2.5,"DRAFTING ON TOWER SITE PLAN								
",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-28,240229-009,24009,DWR.TM,[],CAD Drafting,HR,1.5,DRAFTING MARKUPS FROM AGS,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-27,240304-065,24009,DWR.TM,[],CAD Manager,HR,1.0,"Review, Correspondence and mark up drawing.",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-03-04,240308-022,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",CAD Manager,HR,3.0,"PG 2 of plan, site reference sketch",Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-29,240312-021,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Project Manager,HR,0.5,Package and deliver plans,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-28,240312-022,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Professional Land Surveyor,HR,1.0,Check Plan,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-03-05,240312-023,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Project Manager,HR,0.25,Send revised PDF,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-03-05,240312-023,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Professional Land Surveyor,HR,0.5,Check Plan,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-02-27,240312-044,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Professional Land Surveyor,HR,1.0,Check Plan,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-07-11,240712-001,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",CAD Drafting,HR,0.5,create submission pkg,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-07-17,240717-005,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",CAD Manager,HR,1.0,Correspondence with Allan. Create dwg file,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-07-18,240718-010,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Data Processing,HR,0.25,lidar,Ready to Draft
24009,"[""Topographic Survey""]",Ready to Draft,2024-07-18,240722-010,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",CAD Drafting,HR,1.5,"GROUND CLASSIFICATION, FILTERING SAMPLING TO CREATE GROUND SURFACE FROM LIDAR",Ready to Draft
24009,"[""Topographic Survey""]",Complete,2024-07-19,240827-012,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Project Manager,HR,1.0,Check surface and request changes from drafting department,Complete
24009,"[""Topographic Survey""]",Complete,2024-07-19,240827-012,24009,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey Lease Centre and Topographic Survey of Proposed Road, Power and Tower Site""}]",Project Manager,HR,1.5,Review Lidar and work with drafting and Allan to get compatible files,Complete
24012,"[""3D Scanning""]",,2024-02-23,240223-022,24012,DWR.TM,[],Estimating,HR,0.5,Discussion with client about scanning at UBC. Emails,Estimating
24012,"[""3D Scanning""]",Job Setup,2024-02-26,240226-002,24012,DWR.TM,[],Estimating,HR,2.25,"Estimate setup, Excel, Word, Revisions, emails. Submittal",Job Setup
24012,"[""3D Scanning""]",Ready to Schedule,2024-02-26,240226-023,24012,DWR.TM,[],Administrator,HR,0.5,Project Conversion,Ready to Schedule
24012,"[""3D Scanning""]",Ready to Schedule,2024-02-27,240228-007,24012,DWR.TM,[],Survey Assistant,HR,6.0,"Travel to site, quick orientation, scanning level 0 east and west, travel to office.",Ready to Schedule
24012,"[""3D Scanning""]",Ready to Schedule,2024-02-27,240228-012,24012,DWR.TM,[],Survey Technologist,HR,6.75,SY - Laser scanning data collection,Ready to Schedule
24012,"[""3D Scanning""]",Ready to Schedule,2024-02-28,240228-014,24012,DWR.TM,[],Data Processing,HR,6.5,"SY - Laser scanning data refinement, uploading, registration, QA/QC, and exporting in RCP",Ready to Schedule
24012,"[""3D Scanning""]",Ready to Schedule,2024-02-29,240229-016,24012,DWR.TM,[],Data Processing,HR,0.75,Download and review data. Emails,Ready to Schedule
24012,"[""3D Scanning""]",Ready to Schedule,2024-03-15,240326-011,24012,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""1000m2 of fairly open construction to be scanned for MEP""}]",Administrator,HR,2.0,"Drop box help with SY, calls to client and guidance on the retrival of data ",Ready to Schedule
24013,"[""3D Scanning""]",Job Setup,2024-02-21,240221-039,24013,DWR.TM,[],Estimating,HR,1.0,Estimate setup. Client call and emails. Sub modeling,Job Setup
24013,"[""3D Scanning""]",Job Setup,2024-02-22,240222-001,24013,DWR.TM,[],Estimating,HR,2.5,"Emails, Excel, Word, Revisions. Discussion with Modeler",Job Setup
24013,"[""3D Scanning""]",Job Setup,2024-02-23,240223-004,24013,DWR.TM,[],Estimating,HR,2.0,Emails and calls to client. Excel and Word Revisions. Submittal.,Job Setup
24013,"[""3D Scanning""]",Ready to Schedule,2024-02-27,240227-014,24013,DWR.TM,[],Administrator,HR,0.75,"Project Setup, emails",Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-02-29,240304-039,24013,DWR.TM,[],Survey Technologist,HR,7.5,"Scan logging truck cabs.
Upload data.",Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-03-04,240304-086,24013,DWR.TM,[],Data Processing,HR,0.5,Data review,Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-03-04,240304-095,24013,DWR.TM,[],Data Processing,HR,2.25,"SY - Laser scanning data download, registration, and QA/QC
Meeting with AB",Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-03-05,240305-015,24013,DWR.TM,[],Administrator,HR,0.25,email clarification with client,Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-03-08,240308-001,24013,DWR.TM,[],Data Processing,HR,1.25,"Laser scanning data processing, cleaning, exporting (Structured E57) and uploading",Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-04-04,240404-015,24013,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D Scan and Model 2 old off road logging trucks""}]",Administrator,HR,0.5,Calls with client and modeler. Emails with PM.,Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-05-30,240530-002,24013,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D Scan and Model 2 old off road logging trucks""}]",Estimating,HR,0.25,N/C Sending model to client again,Ready to Schedule
24013,"[""3D Scanning""]",Ready to Schedule,2024-06-07,240607-017,24013,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D Scan and Model 2 old off road logging trucks""}]",Administrator,HR,1.5,Communicating with the client and Kevin regarding sharing the data,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Job Setup,2024-02-26,240226-001,24014,DWR.TM,[],Estimating,HR,1.0,"Estimate setup. Emails, document Review",Job Setup
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-28,240228-022,24014,DWR.TM,[],Administrator,HR,0.5,Project Setup,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240301-003,24014,DWR.TM,[],Survey Technician,HR,0.5,"JH - kick off meeting, review estimate ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240301-010,24014,DWR.TM,[],Survey Technician,HR,1.0,"JH - take 3D05 in for oil change and fluid for road trip. Was over due, other maintenance is due but not critical ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-26,240304-013,24014,DWR.TM,[],Estimating,HR,0.5,REVIEW AND SUBMIT,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-23,240304-014,24014,DWR.TM,[],Estimating,HR,1.5,Resaerach - word doc excel and scope,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240304-041,24014,DWR.TM,[],Project Manager,HR,0.25,kick off,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240304-045,24014,DWR.TM,[],Project Manager,HR,0.5,Internal communications,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-04,240304-093,24014,DWR.TM,[],Survey Technician,HR,2.0,"JH - debrief of 24006, book lodging in Williams Lake, configure equipment. Travel to pick up utility locator. Plan flight missions for Polywog rest area ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240305-028,24014,DWR.TM,[],Survey Technician,HR,8.0,"JH - load up, meet XS/KL. Travel to Williams Lake, unload, admin. ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240306-017,24014,DWR.TM,[],Survey Technician,HR,9.0,"JH - load up, vehicle inspection, travel to site. Setup base, set mags. Setup topo ea1, cl1, tb, bb, se. Targets for mapping mission flight, panorama photos. Travel, unload, data import, photos, admin ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-07,240307-020,24014,DWR.TM,[],Survey Technician,HR,8.0,"JH - load up, fuel, travel to Horseshoe Bay, drop off XS, travel home. Unload, admin ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240308-015,24014,DWR.TM,[],CAD Manager,HR,0.25,debrief meeting,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-08,240311-010,24014,DWR.TM,[],CAD Drafting,HR,4.0,"DRAFTING ON SITE PLAN, CS",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240311-017,24014,DWR.TM,[],Survey Technician,HR,9.0,Travel from Nanaimo to Williams lake.,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240311-018,24014,DWR.TM,[],Survey Technician,HR,9.0,"Travel to site, complete safety tools, scout area, setup RTK, set control and collect static, search GCM, collect topo, tear down, complete and submit notes, sketch and data, return to Williams Lake. ",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-07,240311-019,24014,DWR.TM,[],Survey Technician,HR,10.25,Return to Nanaimo from Williams Lake. ,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240311-029,24014,DWR.TM,[],Data Processing,HR,1.5,data processing using PPP and doing adjustments on the survey before the crew left the field to ensure all is captured ,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-12,240315-015,24014,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic Survey, Photo Mosaic""}]",CAD Drafting,HR,1.5,DRAFTING ON SITE PLAN,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-13,240315-019,24014,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic Survey, Photo Mosaic""}]",CAD Drafting,HR,1.5,"FINAL MARKUPS, CREATING CONTROL TABLE AND PACKAGE CREATION",Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-04,240318-006,24014,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic Survey, Photo Mosaic""}]",Survey Technician,HR,2.0,prep for field - assess legal - only old DLs,Ready to Schedule
24014,"[""Topographic Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-13,240318-020,24014,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Topographic Survey, Photo Mosaic""}]",Project Manager,HR,1.5,plan checking,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Job Setup,2024-02-28,240228-021,24016,DWR.TM,[],Estimating,HR,1.5,"Estimate setup. Review docs and submit. Calls with client, locator. Revisions and submittal",Job Setup
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-29,240229-013,24016,DWR.TM,[],Administrator,HR,0.75,"Project setup, emails",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-28,240304-029,24016,DWR.TM,[],Estimating,HR,1.5,"ESTIMATE - research, scope, word doc and excel sheet",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-29,240304-031,24016,DWR.TM,[],Project Manager,HR,5.0,coordinate and communications,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-29,240304-034,24016,DWR.TM,[],Project Manager,HR,0.5,kick off meeting,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240304-037,24016,DWR.TM,[],Project Manager,HR,0.5,meeting with MA regarding data review ,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-04,240304-047,24016,DWR.TM,[],Administrator,HR,0.5,communications and organization of utilities for this site ,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-29,240304-076,24016,DWR.TM,[],CAD Manager,HR,0.5,kickoff meeting,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240304-088,24016,DWR.TM,[],Survey Technician,HR,7.25,"Travel to site, complete safety tools, search legal, set control, tie legal, proceed with topo, tear down, take photos, return to Nanaimo office. ",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-02,240304-090,24016,DWR.TM,[],Survey Technician,HR,1.0,"Complete and submit notes, sketch and data. ",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-04,240305-023,24016,DWR.TM,[],Data Processing,HR,2.0,"PROCESSING XS FIELD DATA, SETTING UP NETWORK ADJUSTMENT.  CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-04,240305-023,24016,DWR.TM,[],CAD Drafting,HR,1.0,"DRAFTING ON SITE PLAN, CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240305-026,24016,DWR.TM,[],Data Processing,HR,1.0,"PROCESSING AB FIELD DATA FROM 03/05, CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240305-029,24016,DWR.TM,[],CAD Manager,HR,0.25,Correspondence with CS/TK,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240306-008,24016,DWR.TM,[],Survey Assistant,HR,4.0,"(KL)Travel to site, meet up with Xavier, go through requirements of project and how to proceed through project, find legal survey evidence, travel to Vancouver office. ",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-07,240307-015,24016,DWR.TM,[],Survey Technician,HR,1.5,Reviewing plan and uploading photos for assassinating in review file for Tanya.,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240308-026,24016,DWR.TM,[],Survey Technologist,HR,6.0,Tie in utility locates and finish topographic survey,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240311-005,24016,DWR.TM,[],CAD Drafting,HR,1.0,"DRAFTING ON SITE PLAN, CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-07,240311-006,24016,DWR.TM,[],CAD Drafting,HR,2.5,"DRAFTING ON SITE PLAN, ADD LEGAL/LOT DETAIL, CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-08,240311-008,24016,DWR.TM,[],CAD Drafting,HR,1.0,"FINAL MARKUPS, PACKAGE CREATION, CS",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-02-29,240311-027,24016,DWR.TM,[],Data Processing,HR,2.0,"EPP plan calcs, and legal ",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-06,240311-059,24016,DWR.TM,[],Project Manager,HR,4.0,review drawing ,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-11,240311-065,24016,DWR.TM,[],Project Manager,HR,2.0,final review and invoice,Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-01,240311-078,24016,DWR.TM,[],Data Processing,HR,0.5,"transformation of local to UTM while finding the bearing held by XS,
Discussions with CS on how to do so ",Ready to Schedule
24016,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic""]",Ready to Schedule,2024-03-05,240311-086,24016,DWR.TM,[],Administrator,HR,0.25,"AB travel to site, sending of control and PDF files to field staff",Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Job Setup,2024-02-28,240228-011,24019,DWR.TM,[],Estimating,HR,2.0,"Emails, Estimate setup. Locate request. Word doc",Job Setup
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Job Setup,2024-02-29,240229-015,24019,DWR.TM,[],Estimating,HR,1.25,"Emails. Locate estimate, Revised excel, word. Revised submittal",Job Setup
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Job Setup,2024-03-01,240301-011,24019,DWR.TM,[],Estimating,HR,0.5,"Emails, Revisions, Submittal",Job Setup
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Job Setup,2024-03-01,240304-042,24019,DWR.TM,[],Estimating,HR,1.0,review legal and scope - excel sheet ,Job Setup
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-06,240306-001,24019,DWR.TM,[],Administrator,HR,0.5,Project Setup,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-06,240307-002,24019,DWR.TM,[],Project Manager,HR,1.5,Review numbers and check out site,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-08,240308-014,24019,DWR.TM,[],Survey Technician,HR,8.0,"JH - load up, travel to site, FHA. Research GCMs, R10 tie GCMs, legal, set mags. Topo in scope. Fly drone for panorama. Travel to windshield shop. Notes, data import. Travel, unload, aerial photo processing, admin ",Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-13,240313-012,24019,DWR.TM,[],Survey Technician,HR,6.0,"JH - load up, travel to site, FHA. Meet Carlos with Quadra. Topo the locates, hedge line, building lines, etc. Notes, sign out with Carlos. Travel, unload, data import, admin ",Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-11,240313-017,24019,DWR.TM,[],Data Processing,HR,2.0,AB-Check field legal ties. Prep linework for drafting.,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-11,240315-013,24019,DWR.TM,[],CAD Drafting,HR,1.5,DRAFTIN ON SITE PLAN,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-11,240315-013,24019,DWR.TM,[],Data Processing,HR,1.5,"PROCESSING FIELD DATA FROM JH, NETWORK ADJUSTMENT",Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-12,240315-017,24019,DWR.TM,[],CAD Drafting,HR,2.5,DRAFTING ON SITE PLAN,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-13,240315-020,24019,DWR.TM,[],Data Processing,HR,2.0,DRAFTING ON SITE PLAN,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-13,240315-020,24019,DWR.TM,[],CAD Drafting,HR,1.0,PROCESSING JH FIELD DATA,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-14,240315-022,24019,DWR.TM,[],CAD Drafting,HR,1.5,"DRAFTING ON SITE PLAN, ADDING LEGAL, TITLE INFORMATION TO TITLEBLOCK",Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-04,240318-004,24019,DWR.TM,[],Survey Technician,HR,4.5,set up legal and prepare file for field,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-13,240318-021,24019,DWR.TM,[],Survey Technician,HR,3.0,assess legal and create final base - based on tied evidence,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-15,240318-034,24019,DWR.TM,[],Survey Technician,HR,1.0,work legal base,Ready to Schedule
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-18,240322-006,24019,DWR.TM,[],Project Manager,HR,1.5,"last review, finalize and submit",Ready to Schedule
